id,name,domain,category_vi,latitude,longitude,address,district,province,description,search_text
HN_02016,kem Tràng Tiền,Ẩm thực,quán kem,21.0811374,105.7728863,"Giải Khát Và Tạp Hóa Minh Tú, 105 Ngõ 113 Văn Hội, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"kem Tràng Tiền là quán kem tại Hà Nội, Hà Nội.",kem Tràng Tiền Ẩm thực quán kem Hà Nội Hà Nội
HN_02017,Cơm Ngon,Ẩm thực,nhà hàng,21.0813579,105.7719273,"Ngõ 451 Hoàng Tăng Bí, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Cơm Ngon là nhà hàng tại Hà Nội, Hà Nội.",Cơm Ngon Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02018,gà xù,Ẩm thực,quán thức ăn nhanh,21.0813291,105.7727044,"Tóc Đẹp Thùy Linh, 5 Ngõ 172 Văn Hội, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"gà xù là quán thức ăn nhanh tại Hà Nội, Hà Nội.",gà xù Ẩm thực quán thức ăn nhanh Hà Nội Hà Nội
HN_02019,cơm ngon Hà Nội,Ẩm thực,nhà hàng,21.0785795,105.7745595,"Bin Bông Quán, 46 Đường Cầu Vồng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"cơm ngon Hà Nội là nhà hàng tại Hà Nội, Hà Nội.",cơm ngon Hà Nội Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02020,kem Tràng Tiền,Ẩm thực,quán kem,21.0789199,105.774508,"9 Ngõ 46 Văn Hội, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"kem Tràng Tiền là quán kem tại Hà Nội, Hà Nội.",kem Tràng Tiền Ẩm thực quán kem Hà Nội Hà Nội
HN_02021,Trà sữa lofi,Ẩm thực,quán cà phê,21.0785355,105.7757912,"Nhà Nghỉ Bảo Long 5, Đường Cầu Vồng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Trà sữa lofi là quán cà phê tại Hà Nội, Hà Nội.",Trà sữa lofi Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02022,coffe chill,Ẩm thực,quán cà phê,21.0787517,105.7758427,"Nhà Nghỉ Bảo Long 5, Đường Cầu Vồng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"coffe chill là quán cà phê tại Hà Nội, Hà Nội.",coffe chill Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02023,Colette,Ẩm thực,nhà hàng,21.031367,105.8555929,"Cafe - Trà, 10 Phố Lò Sũ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Colette là nhà hàng tại Hà Nội, Hà Nội.",Colette Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02024,GU Bistronomy,Ẩm thực,nhà hàng,21.0131701,105.8043411,"Quán Cơm Tâm Hà, Ngõ 1 Nguyễn Thị Định, Trung Hòa, Cầu Giấy, Hà Nội, 11313",Hà Nội,Hà Nội,"GU Bistronomy là nhà hàng tại Hà Nội, Hà Nội.",GU Bistronomy Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02025,1992 Quán,Ẩm thực,nhà hàng,21.0807524,105.7781333,"Chăn Ga Gối Đệm Hàn Quốc Cozin, 57 Đường Đức Thắng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"1992 Quán là nhà hàng tại Hà Nội, Hà Nội.",1992 Quán Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02026,Bạt quán,Ẩm thực,nhà hàng,21.0816386,105.7782641,"Photocopy, 23 Đường Đức Thắng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Bạt quán là nhà hàng tại Hà Nội, Hà Nội.",Bạt quán Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02027,Quán Cay Đức Huệ Bắc Từ Liêm,Ẩm thực,nhà hàng,21.0741525,105.7734917,"Tiệm Sửa Chữa Xe Máy Công Vinh, Đường Nông Lâm, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"Quán Cay Đức Huệ Bắc Từ Liêm là nhà hàng tại Hà Nội, Hà Nội.",Quán Cay Đức Huệ Bắc Từ Liêm Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02028,Fin BBQ - Buffet Thịt Nướng,Ẩm thực,nhà hàng,21.0744328,105.7734835,"Ngõ 87 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Fin BBQ - Buffet Thịt Nướng là nhà hàng tại Hà Nội, Hà Nội.",Fin BBQ - Buffet Thịt Nướng Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02029,Lẩu Nướng Bay,Ẩm thực,nhà hàng,21.0747195,105.7734294,"Quán Gia Huy, 44 Đường Nông Lâm, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"Lẩu Nướng Bay là nhà hàng tại Hà Nội, Hà Nội.",Lẩu Nướng Bay Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02030,COZI Lẩu Nướng Bia Hàn Quốc,Ẩm thực,nhà hàng,21.0744071,105.777257,"Đường Đức Thắng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"COZI Lẩu Nướng Bia Hàn Quốc là nhà hàng tại Hà Nội, Hà Nội.",COZI Lẩu Nướng Bia Hàn Quốc Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02031,Lẩu I One,Ẩm thực,nhà hàng,21.0742564,105.7771866,"Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Lẩu I One là nhà hàng tại Hà Nội, Hà Nội.",Lẩu I One Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02032,Fin House - Buffet Lẩu Thái,Ẩm thực,nhà hàng,21.0768757,105.7732338,"Cầm Đồ 78, 78 Đường Cầu Vồng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Fin House - Buffet Lẩu Thái là nhà hàng tại Hà Nội, Hà Nội.",Fin House - Buffet Lẩu Thái Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02033,Lẩu Nướng Huyền Anh,Ẩm thực,nhà hàng,21.0777341,105.7755277,"Cửa Hàng Thời Trang Nam Nữ Anh Tú Shop, 14 Ngõ 1 Phố Văn Hội, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Lẩu Nướng Huyền Anh là nhà hàng tại Hà Nội, Hà Nội.",Lẩu Nướng Huyền Anh Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02034,Út nướng,Ẩm thực,nhà hàng,21.0776548,105.7753143,"Quán Cô Phượng, 20 Ngõ 1 Phố Văn Hội, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Út nướng là nhà hàng tại Hà Nội, Hà Nội.",Út nướng Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02035,Quán Lẩu Long Cháy,Ẩm thực,nhà hàng,21.0803791,105.7777673,"Vườn Cây Cảnh Núi Non Bộ, 69 Đường Đức Thắng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán Lẩu Long Cháy là nhà hàng tại Hà Nội, Hà Nội.",Quán Lẩu Long Cháy Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02036,Quán cỏ restaurant,Ẩm thực,nhà hàng,21.0725393,105.7772738,"Nhà Hàng Tùng Lâm, Đường Đức Thắng, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Quán cỏ restaurant là nhà hàng tại Hà Nội, Hà Nội.",Quán cỏ restaurant Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02037,345,Ẩm thực,nhà hàng,21.078169,105.7756127,"Tiệm Sửa Chữa Xe Máy, Đường Cầu Vồng, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"345 là nhà hàng tại Hà Nội, Hà Nội.",345 Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02038,Dream Beans Coffee,Ẩm thực,quán cà phê,21.033506,105.8447517,"Ngõ 79-81 Lý Nam Đế, Cửa Đông, Hoàn Kiếm, Hà Nội, 11016",Hà Nội,Hà Nội,"Dream Beans Coffee là quán cà phê tại Hà Nội, Hà Nội.",Dream Beans Coffee Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02039,Ca Bop,Ẩm thực,quán cà phê,21.0354801,105.8470923,"Phố Hàng Gà, Hà Nội Old Quarter, Hàng Bồ, Hoàn Kiếm, Hà Nội, 11014",Hà Nội,Hà Nội,"Ca Bop là quán cà phê tại Hà Nội, Hà Nội.",Ca Bop Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02040,Gau Coffee & Bakery,Ẩm thực,quán cà phê,21.0317249,105.8496545,"Quang Hưng Pearl Art Souvenlr, 88 Phố Hàng Gai, Hà Nội Old Quarter, Hàng Gai, Hoàn Kiếm, Hà Nội, 11015",Hà Nội,Hà Nội,"Gau Coffee & Bakery là quán cà phê tại Hà Nội, Hà Nội.",Gau Coffee & Bakery Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02041,iMeatU Korea BBQ,Ẩm thực,nhà hàng,21.0269786,105.8241813,"Siêu Thị Hải Sản Bí Đỏ, 109K1 Phố Giảng Võ, Cát Linh, Đống Đa, Hà Nội, 11510",Hà Nội,Hà Nội,"iMeatU Korea BBQ là nhà hàng tại Hà Nội, Hà Nội.",iMeatU Korea BBQ Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02042,Paragon,Du lịch,khách sạn,21.2189594,105.7830978,"Khách Sạn Golden Lotus, Đường Võ Nguyên Giáp, Quang Tiến, Sóc Sơn, Hà Nội, 12220",Hà Nội,Hà Nội,"Paragon là khách sạn tại Hà Nội, Hà Nội.",Paragon Du lịch khách sạn Hà Nội Hà Nội
HN_02043,cơm chị yến,Ẩm thực,nhà hàng,21.0735808,105.7736636,"Cafe Sinh Tố Anh Anh, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"cơm chị yến là nhà hàng tại Hà Nội, Hà Nội.",cơm chị yến Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02044,Ốc anh em,Ẩm thực,nhà hàng,21.0737593,105.7736636,"Dịch Vụ Tài Chính Sinh Viên 268, 11 Ngõ 85 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Ốc anh em là nhà hàng tại Hà Nội, Hà Nội.",Ốc anh em Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02045,bún sinh viên,Ẩm thực,nhà hàng,21.0732419,105.7743279,"Cafe Hảo, 20 Ngách 59/18 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"bún sinh viên là nhà hàng tại Hà Nội, Hà Nội.",bún sinh viên Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02046,quán trà sữa,Ẩm thực,quán cà phê,21.0739003,105.7744005,"Cafe Bowln Cup, 15 Ngõ 53 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"quán trà sữa là quán cà phê tại Hà Nội, Hà Nội.",quán trà sữa Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02047,ToCoToCo,Ẩm thực,quán cà phê,21.0416851,105.7819057,"Xe Điện Xanh, 251 Phố Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, 11310",Hà Nội,Hà Nội,"ToCoToCo là quán cà phê tại Hà Nội, Hà Nội.",ToCoToCo Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02048,Tea & Coffee fixx,Ẩm thực,quán cà phê,21.041678,105.7820636,"Tea & Coffee Fixx, 245 Phố Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, 11310",Hà Nội,Hà Nội,"Tea & Coffee fixx là quán cà phê tại Hà Nội, Hà Nội.",Tea & Coffee fixx Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02049,Lotita Tea & Cofee,Ẩm thực,quán cà phê,21.04166,105.782519,"CMD Training Joint Stock Company, 6 Phố Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, 11310",Hà Nội,Hà Nội,"Lotita Tea & Cofee là quán cà phê tại Hà Nội, Hà Nội.",Lotita Tea & Cofee Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02050,Ami Cafe,Ẩm thực,quán cà phê,21.0416521,105.7827436,"Café Vân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, 11310",Hà Nội,Hà Nội,"Ami Cafe là quán cà phê tại Hà Nội, Hà Nội.",Ami Cafe Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02051,Nhà hàng Cơm Phố,Ẩm thực,nhà hàng,21.044259,105.7851977,"Mầm Non Sao Lấp Lánh, 36 Ngõ 477 Hoàng Quốc Việt, Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội, 11917",Hà Nội,Hà Nội,"Nhà hàng Cơm Phố là nhà hàng tại Hà Nội, Hà Nội.",Nhà hàng Cơm Phố Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02052,Café Bình Minh,Ẩm thực,quán cà phê,21.0453393,105.7850209,"Nhà Nghỉ Mai Linh, Ngõ 477 Hoàng Quốc Việt, Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội, 11917",Hà Nội,Hà Nội,"Café Bình Minh là quán cà phê tại Hà Nội, Hà Nội.",Café Bình Minh Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02053,garden houde 2,Ẩm thực,nhà hàng,21.0346822,105.8534076,"74 Phố Mã Mây, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"garden houde 2 là nhà hàng tại Hà Nội, Hà Nội.",garden houde 2 Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02054,Quán Bún đậu NGON,Ẩm thực,nhà hàng,21.0717222,105.7762913,"Phố Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán Bún đậu NGON là nhà hàng tại Hà Nội, Hà Nội.",Quán Bún đậu NGON Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02055,Phở bò Phú Gia cơ sở 5,Ẩm thực,nhà hàng,21.0715033,105.7729026,"Phố Viên, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Phở bò Phú Gia cơ sở 5 là nhà hàng tại Hà Nội, Hà Nội.",Phở bò Phú Gia cơ sở 5 Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02056,Turn coffee and chill,Ẩm thực,quán cà phê,21.0715766,105.7721908,"Ngách 32/21 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Turn coffee and chill là quán cà phê tại Hà Nội, Hà Nội.",Turn coffee and chill Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02057,Mộc trà quán,Ẩm thực,quán cà phê,21.0715504,105.772116,"Ngách 32/21 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Mộc trà quán là quán cà phê tại Hà Nội, Hà Nội.",Mộc trà quán Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02058,Nướng mỏ,Ẩm thực,nhà hàng,21.0715564,105.7719014,"Ngách 32/21 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Nướng mỏ là nhà hàng tại Hà Nội, Hà Nội.",Nướng mỏ Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02059,Quán bún Bắc Bằng,Ẩm thực,nhà hàng,21.0727417,105.7728348,"Nhà Văn Hóa Tổ Dân Phố Số 8, Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán bún Bắc Bằng là nhà hàng tại Hà Nội, Hà Nội.",Quán bún Bắc Bằng Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02060,Cửa hàng bánh ngọt Bảo Ngọc,Ẩm thực,nhà hàng,21.0742709,105.7759217,"Cửa Hàng Bánh Ngọt Cao Cấp Bảo Ngọc, Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Cửa hàng bánh ngọt Bảo Ngọc là nhà hàng tại Hà Nội, Hà Nội.",Cửa hàng bánh ngọt Bảo Ngọc Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02061,Sữa chua híp,Ẩm thực,quán kem,21.0740602,105.7746646,"Cửa Hàng Made In Vietnam, 47 Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Sữa chua híp là quán kem tại Hà Nội, Hà Nội.",Sữa chua híp Ẩm thực quán kem Hà Nội Hà Nội
HN_02062,Bún bò Huế chất,Ẩm thực,nhà hàng,21.0739421,105.7741668,"Ngách 59/10 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"Bún bò Huế chất là nhà hàng tại Hà Nội, Hà Nội.",Bún bò Huế chất Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02063,Quán phở Nam Định Nam Khẩn,Ẩm thực,nhà hàng,21.073908,105.7741925,"Cafe Music Football, 66 Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán phở Nam Định Nam Khẩn là nhà hàng tại Hà Nội, Hà Nội.",Quán phở Nam Định Nam Khẩn Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02064,Chill-Tiệm Trà Chanh,Ẩm thực,quán cà phê,21.073922,105.7742848,"Cửa Hàng Leo Club, Đường Nông Lâm, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"Chill-Tiệm Trà Chanh là quán cà phê tại Hà Nội, Hà Nội.",Chill-Tiệm Trà Chanh Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02065,Quán bún đậu Mẹt+,Ẩm thực,nhà hàng,21.0738988,105.7741945,"Cafe Music Football, 66 Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán bún đậu Mẹt+ là nhà hàng tại Hà Nội, Hà Nội.",Quán bún đậu Mẹt+ Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02066,Tiến Đạt Quán,Ẩm thực,nhà hàng,21.0739776,105.7743949,"Trung Tâm Thực Hành Kế Toán Và Đào Tạo Tin Học KSIT, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Tiến Đạt Quán là nhà hàng tại Hà Nội, Hà Nội.",Tiến Đạt Quán Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02067,Café nhà kê,Ẩm thực,quán cà phê,21.0741409,105.7736568,"Ngõ 85 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Café nhà kê là quán cà phê tại Hà Nội, Hà Nội.",Café nhà kê Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02069,Fin BBQ,Ẩm thực,nhà hàng,21.0744282,105.7732856,"Ngõ 87 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Fin BBQ là nhà hàng tại Hà Nội, Hà Nội.",Fin BBQ Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02070,Nhà hàng Olympia Phố Việt,Ẩm thực,nhà hàng,21.0734895,105.7736505,"Ngách 59/14 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Nhà hàng Olympia Phố Việt là nhà hàng tại Hà Nội, Hà Nội.",Nhà hàng Olympia Phố Việt Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02071,Bún Riêu cá Trường Sa,Ẩm thực,nhà hàng,21.0739618,105.7743949,"Trung Tâm Thực Hành Kế Toán Và Đào Tạo Tin Học KSIT, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Bún Riêu cá Trường Sa là nhà hàng tại Hà Nội, Hà Nội.",Bún Riêu cá Trường Sa Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02072,Quán bún Bắc Bằng,Ẩm thực,nhà hàng,21.074133,105.7736568,"Shop Thời Trang Nữ Xíu, Ngõ 85 Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán bún Bắc Bằng là nhà hàng tại Hà Nội, Hà Nội.",Quán bún Bắc Bằng Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02073,Ốc Cô Bé,Ẩm thực,nhà hàng,21.0724691,105.7729335,"Hair Salon Kim Quý, 29 Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Ốc Cô Bé là nhà hàng tại Hà Nội, Hà Nội.",Ốc Cô Bé Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02074,Tun Coffee & Chill,Ẩm thực,quán cà phê,21.0726475,105.772907,"Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Tun Coffee & Chill là quán cà phê tại Hà Nội, Hà Nội.",Tun Coffee & Chill Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02075,Quán nhậu Hai Lúa,Ẩm thực,nhà hàng,21.0716349,105.7728678,"Quán Cơm Lâm Hà, 5 Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Quán nhậu Hai Lúa là nhà hàng tại Hà Nội, Hà Nội.",Quán nhậu Hai Lúa Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02076,Ngân Hà Food,Ẩm thực,nhà hàng,21.0716205,105.7728563,"Quán Cơm Lâm Hà, 5 Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Ngân Hà Food là nhà hàng tại Hà Nội, Hà Nội.",Ngân Hà Food Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02077,Bánh Mỳ Chảo-Học Viện,Ẩm thực,nhà hàng,21.0716241,105.7728755,"Quán Cơm Lâm Hà, 5 Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Bánh Mỳ Chảo-Học Viện là nhà hàng tại Hà Nội, Hà Nội.",Bánh Mỳ Chảo-Học Viện Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02078,Phở Phố Viên,Ẩm thực,nhà hàng,21.0717183,105.7731348,"Ảnh Kỹ Thuật Số Nam Khánh, Phố Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Phở Phố Viên là nhà hàng tại Hà Nội, Hà Nội.",Phở Phố Viên Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02079,Bún đậu Mọt,Ẩm thực,nhà hàng,21.071761,105.772956,"Quán Cơm Lâm Hà, 5 Ngõ 32 Viên, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Bún đậu Mọt là nhà hàng tại Hà Nội, Hà Nội.",Bún đậu Mọt Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02080,Trà Sữa Queen Tea 83,Ẩm thực,quán cà phê,21.0711058,105.7770557,"Honda Japan Motor 2, 539 Đường Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Trà Sữa Queen Tea 83 là quán cà phê tại Hà Nội, Hà Nội.",Trà Sữa Queen Tea 83 Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02081,Vịt nướng Vân Đình,Ẩm thực,nhà hàng,21.0708617,105.7772357,"Nhật Thành Motor 2, 520 Ngõ 486 Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Vịt nướng Vân Đình là nhà hàng tại Hà Nội, Hà Nội.",Vịt nướng Vân Đình Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02082,Cửa hàng hải sản tươi,Ẩm thực,nhà hàng,21.0707768,105.7772835,"Nhật Thành Motor 2, 520 Ngõ 486 Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Cửa hàng hải sản tươi là nhà hàng tại Hà Nội, Hà Nội.",Cửa hàng hải sản tươi Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02083,Cơm bình dân,Ẩm thực,nhà hàng,21.0706184,105.7774175,"Đại Lý Bia Việt Hà, Đường Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Cơm bình dân là nhà hàng tại Hà Nội, Hà Nội.",Cơm bình dân Ẩm thực nhà hàng Hà Nội Hà Nội
HN_02084,coffe chill,Ẩm thực,quán cà phê,21.0705536,105.7774964,"Giải Khát Thạch Đạt, Đường Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Hà Nội,"coffe chill là quán cà phê tại Hà Nội, Hà Nội.",coffe chill Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02085,Trà sữa Lofi,Ẩm thực,quán cà phê,21.0703951,105.7776495,"Dịch Vụ Rửa Xe, Đường Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Trà sữa Lofi là quán cà phê tại Hà Nội, Hà Nội.",Trà sữa Lofi Ẩm thực quán cà phê Hà Nội Hà Nội
HN_02086,Giải Khát Thúy Hằng,Ẩm thực,quán thức ăn nhanh,21.0707724,105.7770682,"Nhật Thành Motor 2, 520 Ngõ 486 Cổ Nhuế, Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội, 11907",Hà Nội,Hà Nội,"Giải Khát Thúy Hằng là quán thức ăn nhanh tại Hà Nội, Hà Nội.",Giải Khát Thúy Hằng Ẩm thực quán thức ăn nhanh Hà Nội Hà Nội
HN_02087,Cháo canh Quảng Bình,Ẩm thực,nhà hàng,21.0747484,105.7729424,"Circle K, Phố Lê Văn Hiến, Đức Thắng, Quận Bắc Từ Liêm, Hà Nội, 11910",Hà Nội,Hà Nội,"Cháo canh Quảng Bình là nhà hàng tại Hà Nội, Hà Nội.",Cháo canh Quảng Bình Ẩm thực nhà hàng Hà Nội Hà Nội
