id,name,domain,category_vi,latitude,longitude,address,district,province,description,search_text
HN_00001,Cửa Hàng Bò Nầm Nướng,Ẩm thực,khu ẩm thực,21.0390983,105.8480778,"Shop Đồng Khởi, 34 Phố Hàng Giấy, Hà Nội Old Quarter, Đồng Xuân, Hoàn Kiếm, Hà Nội, 11009",Hà Nội,Hà Nội,"Cửa Hàng Bò Nầm Nướng là khu ẩm thực tại Hà Nội, Hà Nội.",Cửa Hàng Bò Nầm Nướng Ẩm thực khu ẩm thực Hà Nội Hà Nội
HN_00002,Cửa Hàng Bánh Tôm Hồ Tây,Ẩm thực,nhà hàng,21.0473212,105.8376261,"ATM - Ngân Hàng Đông Á - DongA Bank, Đường Thanh Niên, Trúc Bạch, Ba Đình, Hà Nội, 11117",Hà Nội,Hà Nội,"Cửa Hàng Bánh Tôm Hồ Tây là nhà hàng tại Hà Nội, Hà Nội.",Cửa Hàng Bánh Tôm Hồ Tây Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00003,Khách Sạn Đức Thái,Du lịch,khách sạn,21.0340035,105.8471444,"95A Phố Hàng Gà, Hà Nội Old Quarter, Hàng Bồ, Hoàn Kiếm, Hà Nội, 11014",Hà Nội,Hà Nội,"Khách Sạn Đức Thái là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Đức Thái Du lịch khách sạn Hà Nội Hà Nội
HN_00004,Cà Phê Cây Bàng Đổ,Ẩm thực,quán cà phê,21.0273274,105.8220368,"Coffee-Fast Food Cây Liễu, 115D1 Phố Trần Huy Liệu, Giảng Võ, Ba Đình, Hà Nội, 11110",Hà Nội,Hà Nội,"Cà Phê Cây Bàng Đổ là quán cà phê tại Hà Nội, Hà Nội.",Cà Phê Cây Bàng Đổ Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00005,Cà Phê Kafa,Ẩm thực,quán cà phê,21.0378611,105.8010007,"An Bình Auto, 118 Đường Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội",Hà Nội,Hà Nội,"Cà Phê Kafa là quán cà phê tại Hà Nội, Hà Nội.",Cà Phê Kafa Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00006,Nhà Hàng Chay Phương Nam,Ẩm thực,nhà hàng,21.0222319,105.84695,"Atm Shb, 81 Phố Trần Hưng Đạo, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, 11019",Hà Nội,Hà Nội,"Nhà Hàng Chay Phương Nam là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Chay Phương Nam Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00007,Nhà hàng Nam Phương,Ẩm thực,nhà hàng,21.0217552,105.8563856,"Cafe Winner, Phố Lý Thường Kiệt, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, 11021",Hà Nội,Hà Nội,"Nhà hàng Nam Phương là nhà hàng tại Hà Nội, Hà Nội.",Nhà hàng Nam Phương Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00008,Nha Hang Little Italian,Ẩm thực,nhà hàng,21.0169539,105.852831,"Mua Bán Sách Báo Thanh Hà, 56B Phố Ngô Thì Nhậm, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội, 11612",Hà Nội,Hà Nội,"Nha Hang Little Italian là nhà hàng tại Hà Nội, Hà Nội.",Nha Hang Little Italian Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00009,Nha Hang Indochine,Ẩm thực,nhà hàng,21.0265868,105.8430053,"Shop Máy Loa Mic Trợ Giảng Trợ Thính Audio 1986, Phố Nam Ngư, Cửa Nam, Hoàn Kiếm, Hà Nội, 11018",Hà Nội,Hà Nội,"Nha Hang Indochine là nhà hàng tại Hà Nội, Hà Nội.",Nha Hang Indochine Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00010,Khách Sạn Prince,Du lịch,khách sạn,21.0273109,105.8435309,"Cocolico Boutique, 92D Phố Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, 11018",Hà Nội,Hà Nội,"Khách Sạn Prince là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Prince Du lịch khách sạn Hà Nội Hà Nội
HN_00011,Somerset Grand Hanoi,Du lịch,khách sạn,21.0258326,105.8463672,"49 Phố Hai Bà Trưng, Hàng Bông, Hoàn Kiếm, Hà Nội, 11019",Hà Nội,Hà Nội,"Somerset Grand Hanoi là khách sạn tại Hà Nội, Hà Nội.",Somerset Grand Hanoi Du lịch khách sạn Hà Nội Hà Nội
HN_00012,Cà Phê Big One,Ẩm thực,quán cà phê,21.0098613,105.8476486,"Ngõ 8 Hoa Lư, Hai Bà Trưng, Hà Nội, 11606",Hà Nội,Hà Nội,"Cà Phê Big One là quán cà phê tại Hà Nội, Hà Nội.",Cà Phê Big One Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00013,KFC,Ẩm thực,quán thức ăn nhanh,21.0109485,105.8114367,"Bún Bò Huế Ngự Bình, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,Hà Nội,"KFC là quán thức ăn nhanh tại Hà Nội, Hà Nội.",KFC Ẩm thực quán thức ăn nhanh Hà Nội Hà Nội
HN_00014,Highlands Coffee,Ẩm thực,quán cà phê,21.0113724,105.8495887,"Tòa Nhà Vincom City Tower, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",Hà Nội,Hà Nội,"Highlands Coffee là quán cà phê tại Hà Nội, Hà Nội.",Highlands Coffee Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00015,Sushi Tiger,Ẩm thực,nhà hàng,21.028523,105.8061561,"ATM - Ngân Hàng Đông Á - DongA Bank, Đường La Thành, Ngọc Khánh, Ba Đình, Hà Nội, 11109",Hà Nội,Hà Nội,"Sushi Tiger là nhà hàng tại Hà Nội, Hà Nội.",Sushi Tiger Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00016,Buffet Sen Tây Hồ,Ẩm thực,nhà hàng,21.0741493,105.8154687,"Phố Nhật Chiêu, Nhật Tân, Tây Hồ, Hà Nội, 11209",Hà Nội,Hà Nội,"Buffet Sen Tây Hồ là nhà hàng tại Hà Nội, Hà Nội.",Buffet Sen Tây Hồ Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00017,Nhà 48 phố Hàng Ngang,Du lịch,địa điểm du lịch,21.0343278,105.8504388,"52 Phố Hàng Ngang, Hà Nội Old Quarter, Hàng Đào, Hoàn Kiếm, Hà Nội, 11012",Hà Nội,Hà Nội,"Nhà 48 phố Hàng Ngang là địa điểm du lịch tại Hà Nội, Hà Nội.",Nhà 48 phố Hàng Ngang Du lịch địa điểm du lịch Hà Nội Hà Nội
HN_00018,Thành Công,Du lịch,khách sạn,21.0137437,105.8132213,"Atm ABBank, 101 Phố Láng Hạ, Láng Hạ, Đống Đa, Hà Nội, 11513",Hà Nội,Hà Nội,"Thành Công là khách sạn tại Hà Nội, Hà Nội.",Thành Công Du lịch khách sạn Hà Nội Hà Nội
HN_00019,Trà Xuân Tửu,Ẩm thực,nhà hàng,21.0297549,105.8277638,"ATM - Ngân Hàng ANZ - ANZ, Phố Cat Linh, Cát Linh, Đống Đa, Hà Nội, 11510",Hà Nội,Hà Nội,"Trà Xuân Tửu là nhà hàng tại Hà Nội, Hà Nội.",Trà Xuân Tửu Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00020,Cây Si,Ẩm thực,nhà hàng,21.0288674,105.8431006,"Quán Cây Si, 29 Phố Tống Duy Tân, Cửa Nam, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Cây Si là nhà hàng tại Hà Nội, Hà Nội.",Cây Si Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00021,Nhà hàng Thành Lộc,Ẩm thực,nhà hàng,21.0083549,105.8567708,"16 Ngách 331/20 Trần Khát Chân, Thanh Nhàn, Hai Bà Trưng, Hà Nội, 11624",Hà Nội,Hà Nội,"Nhà hàng Thành Lộc là nhà hàng tại Hà Nội, Hà Nội.",Nhà hàng Thành Lộc Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00022,Cà Phê Hao,Ẩm thực,quán cà phê,21.041759,105.8702416,"Thời Trang Uni Japan, 156 Đường Nguyễn Văn Cừ, Bồ Đề, Long Biên, Hà Nội, 11813",Hà Nội,Hà Nội,"Cà Phê Hao là quán cà phê tại Hà Nội, Hà Nội.",Cà Phê Hao Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00023,KFC,Ẩm thực,quán thức ăn nhanh,21.0470606,105.8781666,"Văn Phòng Giao Dịch Sơn Jotun Bùi Hoàng Gia, 73 Phố Nguyễn Sơn, Ngọc Lâm, Long Biên, Hà Nội, 11811",Hà Nội,Hà Nội,"KFC là quán thức ăn nhanh tại Hà Nội, Hà Nội.",KFC Ẩm thực quán thức ăn nhanh Hà Nội Hà Nội
HN_00024,Quán Pub Mika,Ẩm thực,quán pub,21.0241143,105.8495331,"Tập Thể Bộ Y Tế, 5 Phố Quang Trung, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, 11019",Hà Nội,Hà Nội,"Quán Pub Mika là quán pub tại Hà Nội, Hà Nội.",Quán Pub Mika Ẩm thực quán pub Hà Nội Hà Nội
HN_00025,Khách Sạn Đông Á,Du lịch,khách sạn,21.0353948,105.8533211,"42 Phố Mã Mây, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Khách Sạn Đông Á là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Đông Á Du lịch khách sạn Hà Nội Hà Nội
HN_00026,Thu Giang Guest House,Du lịch,khách sạn,21.0316783,105.8479749,Melia Hanoi,,Hà Nội,"Thu Giang Guest House là khách sạn tại , Hà Nội.",Thu Giang Guest House Du lịch khách sạn  Hà Nội
HN_00027,Real Darling Cafe Guesthouse,Du lịch,khách sạn,21.0326388,105.8495639,"Bống, 21 Phố Hàng Quạt, Hà Nội Old Quarter, Hàng Gai, Hoàn Kiếm, Hà Nội, 11015",Hà Nội,Hà Nội,"Real Darling Cafe Guesthouse là khách sạn tại Hà Nội, Hà Nội.",Real Darling Cafe Guesthouse Du lịch khách sạn Hà Nội Hà Nội
HN_00028,Khách Sạn Classic 2,Du lịch,khách sạn,21.0346495,105.8517404,"Khách Sạn Ngọc Minh - Centre Ville Hotel, 47 Phố Lương Ngọc Quyến, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Khách Sạn Classic 2 là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Classic 2 Du lịch khách sạn Hà Nội Hà Nội
HN_00029,Khách Sạn Indochina Queen,Du lịch,khách sạn,21.0354757,105.8527489,"Nails The Garden Nails, 4/50 Ngõ Đào Duy Từ, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Khách Sạn Indochina Queen là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Indochina Queen Du lịch khách sạn Hà Nội Hà Nội
HN_00030,Khách Sạn Hanoi Backpackers,Du lịch,khách sạn,21.0293871,105.8480711,"Capsule Viet Nam Hostel, 60 Ngõ Huyện, Hàng Trống, Hoàn Kiếm, Hà Nội, 11006",Hà Nội,Hà Nội,"Khách Sạn Hanoi Backpackers là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Hanoi Backpackers Du lịch khách sạn Hà Nội Hà Nội
HN_00031,Khách Sạn Hanoi Phoenix II,Du lịch,khách sạn,21.0354506,105.8525879,"Salon Leo Le, 6 Ngõ Đào Duy Từ, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Khách Sạn Hanoi Phoenix II là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Hanoi Phoenix II Du lịch khách sạn Hà Nội Hà Nội
HN_00032,Phu Hoa,Du lịch,khách sạn,21.0334478,105.8500291,"Phố Lương Văn Can, Hà Nội Old Quarter, Hàng Gai, Hoàn Kiếm, Hà Nội, 11012",Hà Nội,Hà Nội,"Phu Hoa là khách sạn tại Hà Nội, Hà Nội.",Phu Hoa Du lịch khách sạn Hà Nội Hà Nội
HN_00033,Khách Sạn Little Hanoi Diamond,Du lịch,khách sạn,21.033677,105.8476149,"13 Phố Bát Đàn, Hà Nội Old Quarter, Hàng Bồ, Hoàn Kiếm, Hà Nội, 11014",Hà Nội,Hà Nội,"Khách Sạn Little Hanoi Diamond là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Little Hanoi Diamond Du lịch khách sạn Hà Nội Hà Nội
HN_00034,Khách Sạn Little Hanoi,Du lịch,khách sạn,21.0349399,105.8469714,"Huyền Mi, 42 Phố Hàng Gà, Hà Nội Old Quarter, Hàng Bồ, Hoàn Kiếm, Hà Nội, 11014",Hà Nội,Hà Nội,"Khách Sạn Little Hanoi là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Little Hanoi Du lịch khách sạn Hà Nội Hà Nội
HN_00035,Prince Hotel,Du lịch,khách sạn,21.0347507,105.8516905,"53 Phố Lương Ngọc Quyến, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Prince Hotel là khách sạn tại Hà Nội, Hà Nội.",Prince Hotel Du lịch khách sạn Hà Nội Hà Nội
HN_00036,Khách Sạn Classic,Du lịch,khách sạn,21.032831,105.8539652,"Làm Đẹp Mitioko, 43 Phố Hàng Bè, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội, 11011",Hà Nội,Hà Nội,"Khách Sạn Classic là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Classic Du lịch khách sạn Hà Nội Hà Nội
HN_00037,Prince 57 Hotel,Du lịch,khách sạn,21.0326352,105.8539615,"Cửa Hàng Quà Lưu Niệm Zakka Shop, 49 Phố Hàng Bè, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội, 11011",Hà Nội,Hà Nội,"Prince 57 Hotel là khách sạn tại Hà Nội, Hà Nội.",Prince 57 Hotel Du lịch khách sạn Hà Nội Hà Nội
HN_00038,Khách Sạn Hanoi Youth,Du lịch,khách sạn,21.0331149,105.8504878,"Khách Sạn Youth, 33 Phố Lương Văn Can, Hà Nội Old Quarter, Hàng Đào, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Khách Sạn Hanoi Youth là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Hanoi Youth Du lịch khách sạn Hà Nội Hà Nội
HN_00039,Tien Thuy Hotel,Du lịch,khách sạn,21.0321235,105.8549831,"Lớp Vẽ, 29 Phố Hàng Thùng, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, 11007",Hà Nội,Hà Nội,"Tien Thuy Hotel là khách sạn tại Hà Nội, Hà Nội.",Tien Thuy Hotel Du lịch khách sạn Hà Nội Hà Nội
HN_00040,Khách Sạn Hanoi Gecko 2,Du lịch,khách sạn,21.0334005,105.85244,"Khách Sạn Romance Hà Nội, Đường Gia Ngư, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Khách Sạn Hanoi Gecko 2 là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Hanoi Gecko 2 Du lịch khách sạn Hà Nội Hà Nội
HN_00041,Khách Sạn Golden Lotus,Du lịch,khách sạn,21.0308292,105.8493639,"Phở Bò Bún Thang Tư Lùn, 5 Phố Hàng Trống, Hàng Trống, Hoàn Kiếm, Hà Nội, 11006",Hà Nội,Hà Nội,"Khách Sạn Golden Lotus là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Golden Lotus Du lịch khách sạn Hà Nội Hà Nội
HN_00042,Zephyr Hotel,Du lịch,khách sạn,21.0256167,105.8514292,"Thổ Quán, Hàng Trống, Hoàn Kiếm, Hà Nội, 11022",Hà Nội,Hà Nội,"Zephyr Hotel là khách sạn tại Hà Nội, Hà Nội.",Zephyr Hotel Du lịch khách sạn Hà Nội Hà Nội
HN_00043,Khách Sạn Bạch Tùng Điệp,Du lịch,khách sạn,21.0329471,105.847996,"Hong Phuong Souvenir Shop, 57 Phố Hàng Thiếc, Hà Nội Old Quarter, Hàng Gai, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Khách Sạn Bạch Tùng Điệp là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Bạch Tùng Điệp Du lịch khách sạn Hà Nội Hà Nội
HN_00044,Khách Sạn Camellia,Du lịch,khách sạn,21.033588,105.852824,"Gà Vịt Ngan Chim Bồ Câu Thỏ Bình Yên, Ngõ Trung Yên, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội, 11011",Hà Nội,Hà Nội,"Khách Sạn Camellia là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Camellia Du lịch khách sạn Hà Nội Hà Nội
HN_00045,Khách Sạn Hanoi Gecko III,Du lịch,khách sạn,21.0336704,105.8473559,"Hi Ancient Town Hotel, Ha Nội",,Hà Nội,"Khách Sạn Hanoi Gecko III là khách sạn tại , Hà Nội.",Khách Sạn Hanoi Gecko III Du lịch khách sạn  Hà Nội
HN_00046,The Drift Backpackers Hostel,Du lịch,khách sạn,21.0191472,105.8484037,"Karaoke Holywood, 46 Đường Trương Hán Siêu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, 11019",Hà Nội,Hà Nội,"The Drift Backpackers Hostel là khách sạn tại Hà Nội, Hà Nội.",The Drift Backpackers Hostel Du lịch khách sạn Hà Nội Hà Nội
HN_00047,Khách Sạn Maison D'Hanoi,Du lịch,khách sạn,21.0311045,105.8494873,"Cherry Beauty Salon, 5 Phố Hàng Trống, Hàng Trống, Hoàn Kiếm, Hà Nội, 11006",Hà Nội,Hà Nội,"Khách Sạn Maison D'Hanoi là khách sạn tại Hà Nội, Hà Nội.",Khách Sạn Maison D'Hanoi Du lịch khách sạn Hà Nội Hà Nội
HN_00048,Nhà Hàng Little Hanoi,Ẩm thực,nhà hàng,21.0321895,105.850937,"Hapro Mart, Phố Hàng Gai, Hàng Trống, Hoàn Kiếm, Hà Nội, 11015",Hà Nội,Hà Nội,"Nhà Hàng Little Hanoi là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Little Hanoi Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00049,Nhà Hàng New Day,Ẩm thực,nhà hàng,21.0346545,105.853359,"76 Phố Mã Mây, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Nhà Hàng New Day là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng New Day Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00050,Quán Ăn Ngon - Phan Bội Châu,Ẩm thực,nhà hàng,21.0262611,105.8434161,"Trạm Tin Phường Cửa Nam, 18 Phố Phan Bội Châu, Cửa Nam, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Quán Ăn Ngon - Phan Bội Châu là nhà hàng tại Hà Nội, Hà Nội.",Quán Ăn Ngon - Phan Bội Châu Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00051,Xoi Van Anh,Ẩm thực,nhà hàng,21.033942,105.8546062,"36 Phố Hàng Muối, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, 11007",Hà Nội,Hà Nội,"Xoi Van Anh là nhà hàng tại Hà Nội, Hà Nội.",Xoi Van Anh Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00052,Cà Phê Nola,Ẩm thực,quán cà phê,21.0340721,105.8535859,"105 Phố Mã Mây, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Cà Phê Nola là quán cà phê tại Hà Nội, Hà Nội.",Cà Phê Nola Ẩm thực quán cà phê Hà Nội Hà Nội
HN_00053,Sushi Hokkaido Sachi,Ẩm thực,nhà hàng,21.0202197,105.8543053,"Nhà Hàng Seoul Garden, 33 Phố Trần Hưng Đạo, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, 11021",Hà Nội,Hà Nội,"Sushi Hokkaido Sachi là nhà hàng tại Hà Nội, Hà Nội.",Sushi Hokkaido Sachi Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00054,Nhà Hàng Khazaana Indian,Ẩm thực,nhà hàng,21.0286735,105.857296,"Bar Karaoke Lá Đỏ, 4 Phố Tông Đản, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, 11007",Hà Nội,Hà Nội,"Nhà Hàng Khazaana Indian là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Khazaana Indian Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00055,Tandoor Indian Cuisine,Ẩm thực,nhà hàng,21.0335791,105.8537345,"Hoabinh Palace, Ha Nội",,Hà Nội,"Tandoor Indian Cuisine là nhà hàng tại , Hà Nội.",Tandoor Indian Cuisine Ẩm thực nhà hàng  Hà Nội
HN_00056,The King Cafe,Ẩm thực,nhà hàng,21.0348473,105.8515895,"44 Phố Lương Ngọc Quyến, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"The King Cafe là nhà hàng tại Hà Nội, Hà Nội.",The King Cafe Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00057,Nhà Hàng Ladybird,Ẩm thực,nhà hàng,21.0357539,105.8515631,"53 Phố Hàng Buồm, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Nhà Hàng Ladybird là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Ladybird Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00058,Nhà Hàng Gecko,Ẩm thực,nhà hàng,21.0348198,105.8525664,"Bia Khánh Râu, 20 Phố Lương Ngọc Quyến, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Nhà Hàng Gecko là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Gecko Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00059,Quán Pub Finnegan's Irish,Ẩm thực,quán pub,21.0323539,105.8468029,"Cửa Hàng Bánh Ngọt Âu Á Lộc Tài, 63 Phố Hàng Điếu, Hà Nội Old Quarter, Cửa Đông, Hoàn Kiếm, Hà Nội, 11016",Hà Nội,Hà Nội,"Quán Pub Finnegan's Irish là quán pub tại Hà Nội, Hà Nội.",Quán Pub Finnegan's Irish Ẩm thực quán pub Hà Nội Hà Nội
HN_00060,Quán Pub Irish Wolfhound,Ẩm thực,quán pub,21.0350376,105.8537954,"Khách Sạn Viola Royal, 6 Phố Lương Ngọc Quyến, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Quán Pub Irish Wolfhound là quán pub tại Hà Nội, Hà Nội.",Quán Pub Irish Wolfhound Ẩm thực quán pub Hà Nội Hà Nội
HN_00061,Tamarind Cafe,Ẩm thực,nhà hàng,21.0341589,105.8533099,"La Siesta, 94 Phố Mã Mây, Hà Nội Old Quarter, Hàng Bạc, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Tamarind Cafe là nhà hàng tại Hà Nội, Hà Nội.",Tamarind Cafe Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00062,R&R Tavern,Ẩm thực,quán pub,21.027487,105.8443647,"Phố Thợ Nhuộm, Cửa Nam, Hoàn Kiếm, Hà Nội, 11018",Hà Nội,Hà Nội,"R&R Tavern là quán pub tại Hà Nội, Hà Nội.",R&R Tavern Ẩm thực quán pub Hà Nội Hà Nội
HN_00063,Nhà Hàng Âu Lạc Brazil II,Ẩm thực,nhà hàng,21.0298564,105.8409205,"Cafe Kim Anh, 16 Phố Cao Bá Quát, Điện Biên, Ba Đình, Hà Nội, 11114",Hà Nội,Hà Nội,"Nhà Hàng Âu Lạc Brazil II là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Âu Lạc Brazil II Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00064,Nhà Hàng Mediterraneo,Ẩm thực,nhà hàng,21.0288946,105.8498777,"Cafe Artisee, 21 Phố Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội, 11006",Hà Nội,Hà Nội,"Nhà Hàng Mediterraneo là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Mediterraneo Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00065,Nhà Hàng Classico,Ẩm thực,nhà hàng,21.025414,105.8451399,"Nhà Hàng Mondo, 68 Phố Quán Sứ, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Nhà Hàng Classico là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Classico Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00066,Nhà Hàng La Badiane,Ẩm thực,nhà hàng,21.0265884,105.8432573,"10 Phố Nam Ngư, Cửa Nam, Hoàn Kiếm, Hà Nội, 11018",Hà Nội,Hà Nội,"Nhà Hàng La Badiane là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng La Badiane Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00067,Nhà Hàng Hoa Sữa,Ẩm thực,nhà hàng,21.0212237,105.8474967,"Beauty Salon Quỳnh Quyên, Ngõ Xóm Hà Hồi, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, 11019",Hà Nội,Hà Nội,"Nhà Hàng Hoa Sữa là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Hoa Sữa Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00068,Nhà Hàng Half Man Half Noodle,Ẩm thực,nhà hàng,21.0350466,105.8530045,"60 Phố Đào Duy Từ, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Nhà Hàng Half Man Half Noodle là nhà hàng tại Hà Nội, Hà Nội.",Nhà Hàng Half Man Half Noodle Ẩm thực nhà hàng Hà Nội Hà Nội
HN_00069,Quán Bar Dragonfly,Ẩm thực,quán bar,21.0358287,105.8522274,"Cà Phê Vân, 23 Phố Hàng Buồm, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Quán Bar Dragonfly là quán bar tại Hà Nội, Hà Nội.",Quán Bar Dragonfly Ẩm thực quán bar Hà Nội Hà Nội
HN_00070,Roots Reggae bar,Ẩm thực,quán bar,21.0350376,105.8541586,"Cửa Hàng Nội Thất - Đồ Chơi Ô Tô Quang Nguyễn, 12 Phố Nguyễn Hữu Huân, Hà Nội Old Quarter, Hàng Buồm, Hoàn Kiếm, Hà Nội, 11010",Hà Nội,Hà Nội,"Roots Reggae bar là quán bar tại Hà Nội, Hà Nội.",Roots Reggae bar Ẩm thực quán bar Hà Nội Hà Nội
HN_00071,Phuc Tan Bar,Ẩm thực,quán bar,21.0383923,105.8551456,"Giáo Họ Vạn Thái, 75 Phố Nguyễn Tư Giản, Phúc Tân, Hoàn Kiếm, Hà Nội, 11008",Hà Nội,Hà Nội,"Phuc Tan Bar là quán bar tại Hà Nội, Hà Nội.",Phuc Tan Bar Ẩm thực quán bar Hà Nội Hà Nội
HN_00072,Solace,Ẩm thực,quán bar,21.0301308,105.8609285,"Phố Ngân Restaurant, 42-46 Đường Chương Dương Độ, Chương Dương Độ, Hoàn Kiếm, Hà Nội",Hà Nội,Hà Nội,"Solace là quán bar tại Hà Nội, Hà Nội.",Solace Ẩm thực quán bar Hà Nội Hà Nội
