id,name,domain,category_vi,latitude,longitude,address,district,province_new,description,search_text
LD_00295,Hotel - Himalaya,Du lịch,khách sạn,11.9374338,108.423859,"Hội Trường Khu Phố 3, Phường 4, Đà Lạt, Lâm Đồng",Đà Lạt,Lâm Đồng,"Hotel - Himalaya là khách sạn tại Đà Lạt, Lâm Đồng.",Hotel - Himalaya Du lịch khách sạn Đà Lạt Lâm Đồng
LD_00296,Vinh Hao Hotel,Du lịch,khách sạn,11.3200163,108.7874154,"Đường Quốc Lộ 1, Vĩnh Tân, Tuy Phong, Bình Thuận, 77208",Tuy Phong,Lâm Đồng,"Vinh Hao Hotel là khách sạn tại Tuy Phong, Lâm Đồng.",Vinh Hao Hotel Du lịch khách sạn Tuy Phong Lâm Đồng
LD_00297,Song VẬN quán,Ẩm thực,nhà hàng,10.9476529,108.201854,"Anh Hiền Massage, 81A Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Song VẬN quán là nhà hàng tại Phan Thiết, Lâm Đồng.",Song VẬN quán Ẩm thực nhà hàng Phan Thiết Lâm Đồng
LD_00298,Đường hầm điêu khắc,Du lịch,địa điểm du lịch,11.8828709,108.4112222,"Phường 4, Đà Lạt, Lâm Đồng",Đà Lạt,Lâm Đồng,"Đường hầm điêu khắc là địa điểm du lịch tại Đà Lạt, Lâm Đồng.",Đường hầm điêu khắc Du lịch địa điểm du lịch Đà Lạt Lâm Đồng
LD_00299,Lẩu bò Quán Gỗ,Ẩm thực,nhà hàng,11.9413771,108.429478,"Đường Hoàng Diệu, Phường 5, Đà Lạt, Lâm Đồng, 66113",Đà Lạt,Lâm Đồng,"Lẩu bò Quán Gỗ là nhà hàng tại Đà Lạt, Lâm Đồng.",Lẩu bò Quán Gỗ Ẩm thực nhà hàng Đà Lạt Lâm Đồng
LD_00300,"hầm số 5, gần ga Đa Thọ",Du lịch,bảo tàng,11.9129043,108.5298572,"Đường Đèo Dran, Xuân Thọ, Đà Lạt, Lâm Đồng, 66119",Đà Lạt,Lâm Đồng,"hầm số 5, gần ga Đa Thọ là bảo tàng tại Đà Lạt, Lâm Đồng.","hầm số 5, gần ga Đa Thọ Du lịch bảo tàng Đà Lạt Lâm Đồng"
LD_00301,"hầm số 4, hầm Suối Dục gần ga Cầu Đất",Du lịch,bảo tàng,11.9007591,108.5306411,"Xuân Trường, Đà Lạt, Lâm Đồng",Đà Lạt,Lâm Đồng,"hầm số 4, hầm Suối Dục gần ga Cầu Đất là bảo tàng tại Đà Lạt, Lâm Đồng.","hầm số 4, hầm Suối Dục gần ga Cầu Đất Du lịch bảo tàng Đà Lạt Lâm Đồng"
LD_00302,Châu Loan,Ẩm thực,nhà hàng,11.9310415,108.4277002,"7A Đường Triệu Việt Vương, Phường 4, Đà Lạt, Lâm Đồng, 66115",Đà Lạt,Lâm Đồng,"Châu Loan là nhà hàng tại Đà Lạt, Lâm Đồng.",Châu Loan Ẩm thực nhà hàng Đà Lạt Lâm Đồng
LD_00303,coffee moon,Ẩm thực,quán cà phê,10.9349505,108.2862917,"Cafe Tâm Hạnh, 356 Đường Huỳnh Thúc Kháng, Mũi Né, Phan Thiết, Bình Thuận, 77118",Phan Thiết,Lâm Đồng,"coffee moon là quán cà phê tại Phan Thiết, Lâm Đồng.",coffee moon Ẩm thực quán cà phê Phan Thiết Lâm Đồng
LD_00304,Phat Hamburger,Ẩm thực,nhà hàng,10.9550715,108.2362572,"Hamburger Phát, 253 Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận",Phan Thiết,Lâm Đồng,"Phat Hamburger là nhà hàng tại Phan Thiết, Lâm Đồng.",Phat Hamburger Ẩm thực nhà hàng Phan Thiết Lâm Đồng
LD_00305,Ratinger Lowe Bar & Restaurant,Ẩm thực,quán bar,10.9454987,108.1979051,"Ngọc Phương Restaurant, 32A Đường Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận, 77117",Phan Thiết,Lâm Đồng,"Ratinger Lowe Bar & Restaurant là quán bar tại Phan Thiết, Lâm Đồng.",Ratinger Lowe Bar & Restaurant Ẩm thực quán bar Phan Thiết Lâm Đồng
LD_00306,Cafe Dien Hen,Ẩm thực,quán cà phê,11.5744585,108.057762,"Đường Hùng Vương, Di Linh, Lâm Đồng, 66706",Di Linh,Lâm Đồng,"Cafe Dien Hen là quán cà phê tại Di Linh, Lâm Đồng.",Cafe Dien Hen Ẩm thực quán cà phê Di Linh Lâm Đồng
