id,name,domain,category_vi,latitude,longitude,address,district,province_new,description,search_text
LC_00039,Phúc Thọ,Du lịch,khách sạn,22.3599125,103.2500223,"Sìn Hồ, Lai Châu",Sìn Hồ,Lai Châu,"Phúc Thọ là khách sạn tại Sìn Hồ, Lai Châu.",Phúc Thọ Du lịch khách sạn Sìn Hồ Lai Châu
LC_00040,Chợ Huyện Sìn Hồ,Du lịch,chợ truyền thống,22.3596522,103.2491335,"Sìn Hồ, Lai Châu",Sìn Hồ,Lai Châu,"Chợ Huyện Sìn Hồ là chợ truyền thống tại Sìn Hồ, Lai Châu.",Chợ Huyện Sìn Hồ Du lịch chợ truyền thống Sìn Hồ Lai Châu
LC_00041,Ta Leng suspension bridge,Du lịch,địa điểm du lịch,22.4267476,103.5498814,"Tả Lèng, Tam Đường, Lai Châu",Tam Đường,Lai Châu,"Ta Leng suspension bridge là địa điểm du lịch tại Tam Đường, Lai Châu.",Ta Leng suspension bridge Du lịch địa điểm du lịch Tam Đường Lai Châu
LC_00042,Nhà hàng Bảo Anh,Ẩm thực,nhà hàng,22.3861276,102.8075838,"Tỉnh Lộ 127, Thị Trấn Mường Tè, Mường Tè, Lai Châu, 30406",Mường Tè,Lai Châu,"Nhà hàng Bảo Anh là nhà hàng tại Mường Tè, Lai Châu.",Nhà hàng Bảo Anh Ẩm thực nhà hàng Mường Tè Lai Châu
LC_00043,Khu Du Lịch Cầu Kính Rồng Mây,Du lịch,địa điểm du lịch,22.3727007,103.7572886,"Quốc Lộ 4D, Sơn Bình, Tam Đường, Lai Châu, 30208",Tam Đường,Lai Châu,"Khu Du Lịch Cầu Kính Rồng Mây là địa điểm du lịch tại Tam Đường, Lai Châu.",Khu Du Lịch Cầu Kính Rồng Mây Du lịch địa điểm du lịch Tam Đường Lai Châu
LC_00044,Nhà của Hạnh,Ẩm thực,quán cà phê,22.4851438,102.619174,"Xã Mường Tè, Mường Tè, Lai Châu",Mường Tè,Lai Châu,"Nhà của Hạnh là quán cà phê tại Mường Tè, Lai Châu.",Nhà của Hạnh Ẩm thực quán cà phê Mường Tè Lai Châu
LC_00045,the chill,Ẩm thực,quán cà phê,22.4851732,102.6190677,"Xã Mường Tè, Mường Tè, Lai Châu",Mường Tè,Lai Châu,"the chill là quán cà phê tại Mường Tè, Lai Châu.",the chill Ẩm thực quán cà phê Mường Tè Lai Châu
LC_00046,The 1998 Drinks And Fast Food,Ẩm thực,quán cà phê,21.9529863,103.8838447,"Đèo Khau Phạ, Than Uyên, Lai Châu, 30806",Than Uyên,Lai Châu,"The 1998 Drinks And Fast Food là quán cà phê tại Than Uyên, Lai Châu.",The 1998 Drinks And Fast Food Ẩm thực quán cà phê Than Uyên Lai Châu
LC_00047,Khách sạn Love Hill,Du lịch,khách sạn,21.9701078,103.8888217,"Than Uyên, Lai Châu",Than Uyên,Lai Châu,"Khách sạn Love Hill là khách sạn tại Than Uyên, Lai Châu.",Khách sạn Love Hill Du lịch khách sạn Than Uyên Lai Châu
LC_00048,O Quy Ho,Ẩm thực,nhà hàng,22.3524677,103.7649859,"Quốc Lộ 4D, Sơn Bình, Tam Đường, Lai Châu, 30208",Tam Đường,Lai Châu,"O Quy Ho là nhà hàng tại Tam Đường, Lai Châu.",O Quy Ho Ẩm thực nhà hàng Tam Đường Lai Châu
LC_00049,Chợ Trung tâm Thị trấn Nậm Nhùn,Du lịch,chợ truyền thống,22.1504845,103.0093031,"Tỉnh Lộ 127, Nậm Nhùn, Lai Châu, 30507",Nậm Nhùn,Lai Châu,"Chợ Trung tâm Thị trấn Nậm Nhùn là chợ truyền thống tại Nậm Nhùn, Lai Châu.",Chợ Trung tâm Thị trấn Nậm Nhùn Du lịch chợ truyền thống Nậm Nhùn Lai Châu
LC_00050,Chợ Lai Châu,Du lịch,chợ truyền thống,22.3998416,103.4558884,"Chợ Thị Xã Lai Châu, Đường Trần Hưng Đạo, Đoàn Kết, Lai Châu, 30109",Lai Châu,Lai Châu,"Chợ Lai Châu là chợ truyền thống tại Lai Châu, Lai Châu.",Chợ Lai Châu Du lịch chợ truyền thống Lai Châu Lai Châu
